site_id,country_code,site_name,region,latitude,longitude,spatial_precision_m,spatial_confidence,geometry_source,coordinate_evidence,coordinate_artifact_types,document_ids,dois,titles,publication_years,corpora,staged_measurement_count
site:springer:10.1134_S1064229321020137:text:raw:variant:reversed_dms:8,RU,"Reported study point 52.427355, 41.159694",,52.427355,41.15969388888889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"c Chernozem (Loamic,                                              medium-deep clay loamy ordinary cherno- Aric, Pachic)                                              zem on colluvial sediments                                        Field i (41°9′34.898″ E, 52°25′38.478″ N)   1     Reduced      Not observed            Medium-humus deep clay loamy meadow- Haplic Chernozem (Loamic,                                              chernozemic soil on loesslike clay        Aric, Pachic, Stagnic)   2     Normal       Not observed            Medium-humus medium-deep clay loamy       Haplic Cherno",text,springer:10.1134_S1064229321020137,10.1134/S1064229321020137,,,springer,0
site:springer:10.1134_S1064229321020137:text:raw:variant:reversed_dms:9,RU,"Reported study point 44.969440, 40.815820",,44.96944,40.815819999999995,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"overmoistening Marly medium-humus deep clay loamy cher- Haplic Chernozem (Loamic,                                              nozemic-meadow soil on loesslike clay     Aric, Pachic, Stagnic)                                        Field j (40°48′56.952″ E, 44°58′9.984″ N)   1     Increased    Not observed            Very deep clay loamy typical chernozem on Haplic Chernozem (Loamic,                                              loesslike loam                            Aric, Pachic)   2     Reduced      Not observed            Very deep clay loamy typical chernozem on Haplic Chernozem ",text,springer:10.1134_S1064229321020137,10.1134/S1064229321020137,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:0,RU,"Reported study point 61.683333, 54.883333",,61.68333333333333,54.88333333333333,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"                                        mg/kg                                                          %                                                       Pit 21-Zh. Iron–humus-illuvial podzol (on eluvium of silty shale), Albic Podzol, 61°41′ N, 54°53′ E [3–5]                         Е              4–16           4.4         3.3      4–           –         86.2         1.93        6.26       0.26        0.33       1.45       1.08     6                                               Pit 3. Iron–humus-illuvial podzol (on glaciofluvial deposits underlain by moraine loam),",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:1,RU,"Reported study point 65.366667, 49.383333",,65.36666666666666,49.38333333333333,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"–         86.2         1.93        6.26       0.26        0.33       1.45       1.08     6                                               Pit 3. Iron–humus-illuvial podzol (on glaciofluvial deposits underlain by moraine loam), Albic Podzol, 65°22′ N, 49°23′ E                         Е              7–13             4.1          3.2        0.50        0.8        88.4        1.52        5.24       0.35        0.86        1.07    –      7                                              Pit 57. Iron–humus-illuvial podzol (on glaciofluvial deposits underlain by moraine loam), Albic",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:10,RU,"Reported study point 68.350000, 59.466667",,68.35,59.46666666666667,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"       0.6        87.4        1.30        6.55       0.48        0.58        1.39    –      4                                             Pit 17. Gleyic permafrost-affected gray-humus soil (on marine sediments), Reductaquic Umbric Cryosol, 68°21′ N, 59°28′ E     No. 2                         AY             6–22             4.8          3.1        0.40         –         75.3        3.85       10.54       0.80        1.25        1.78    –     18                                            Pit -20. Marsh soddy-gley soil (on marine sediments), Tidalic Fluvisol (Arenic, Ochric,",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:11,RU,"Reported study point 68.316667, 59.516667",,68.31666666666666,59.516666666666666,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"       –         75.3        3.85       10.54       0.80        1.25        1.78    –     18                                            Pit -20. Marsh soddy-gley soil (on marine sediments), Tidalic Fluvisol (Arenic, Ochric, Epiprotosalic), 68°19′ N, 59°31′ E [16]                         ACao,g        19–30             3.6          3.3        0.53        0.5        82.0        1.75        9.65       0.68        1.10        1.46   0.57    8     2021                         СWOC, carbon of water-soluble organic compounds; Сorg carbon of organic compounds; CF, clay fraction; ",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:2,RU,"Reported study point 65.383333, 50.783333",,65.38333333333334,50.78333333333333,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"    0.8        88.4        1.52        5.24       0.35        0.86        1.07    –      7                                              Pit 57. Iron–humus-illuvial podzol (on glaciofluvial deposits underlain by moraine loam), Albic Podzol, 65°23′ N, 50°47′ E                         Е              3–14             4.2          3.2        0.91        1.3        90.3        1.30        4.09       0.24        0.47        0.80    –      6                                                              Pit 25. Gleyic peaty podzol (on glaciofluvial deposits), Gleyic Histic Podzol, ",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:3,RU,"Reported study point 65.633333, 49.366667",,65.63333333333334,49.36666666666667,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.," 0.91        1.3        90.3        1.30        4.09       0.24        0.47        0.80    –      6                                                              Pit 25. Gleyic peaty podzol (on glaciofluvial deposits), Gleyic Histic Podzol, 65°38′ N, 49°22′ E                         Eg            15–29             4.1          3.2        0.14        0.3        94.2        0.50        3.26       0.20        0.59        0.54    –      2                                                                            Pit 27-ZH. Iron-illuvial svetlozem (on silty loams), Albic Luviso",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:4,RU,"Reported study point 65.400000, 49.416667",,65.4,49.416666666666664,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"–         74.8        2.86       10.54       0.75        0.58        1.98   1.57   14                                         Pit 1. Gley-podzolic soil with podzol microprofile (on sandy moraine loam), Stagnic Cutanic Albeluvisol (Siltic), 65°24′ N, 49°25′ E                         EL[e-hf]g      5–20             3.8          2.9         –          0.8          –          –           –         –            –          –       –      8                                                        Pit 44. Gleyic peat-podzolic soil (on glaciofluvial deposits), Stagnic Histic Albeluv",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:5,RU,"Reported study point 65.416667, 50.850000",,65.41666666666667,50.85,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"       0.8          –          –           –         –            –          –       –      8                                                        Pit 44. Gleyic peat-podzolic soil (on glaciofluvial deposits), Stagnic Histic Albeluvisol, 65°25′ N, 50°51′ E                         ELg           17–24             4.0          3.1        1.56        2.4        74.7        3.77       11.89       0.27        1.22        1.42    –     16                                                            Pit 37-ZH. Iron–humus-illuvial podzol (on eluvium of silty shale), Albic Podzol, ",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:6,RU,"Reported study point 63.950000, 52.200000",,63.95,52.2,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.," 1.56        2.4        74.7        3.77       11.89       0.27        1.22        1.42    –     16                                                            Pit 37-ZH. Iron–humus-illuvial podzol (on eluvium of silty shale), Albic Podzol, 63°57′ N,52°12′ E                                                                                                                                                                                      VANCHIKOVA et al.                             E              4–10             3.9          2.8        0.36        0.82       86.6        1",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:8,RU,"Reported study point 65.466667, 49.533333",,65.46666666666667,49.53333333333333,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"5        2.17        8.92       0.65        0.37        1.9    1.8    11     EURASIAN SOIL SCIENCE                                                             Pit 4. Gley-podzolic soil (on sandy moraine loam), Stagnic Albeluvisol (Siltic), 65°28′ N, 49°32′ E                         ELg            6–16             4.2          3.2        0.47        1.0        85.2        2.56        6.78       0.304       0.87        1.19    –     13                                          Pit 56. Humus-impregnated peaty carbolithozem (on eluvium of limestone), Histic Calcaric Leptosol H",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321020150:text:raw:ru_abbr:dms:9,RU,"Reported study point 65.383333, 50.800000",,65.38333333333334,50.8,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"       1.0        85.2        2.56        6.78       0.304       0.87        1.19    –     13                                          Pit 56. Humus-impregnated peaty carbolithozem (on eluvium of limestone), Histic Calcaric Leptosol Humic, 65°23′ N, 50°48′ E     Vol. 54                         ELg           14–25             4.1          3.1        0.87        0.6        87.4        1.30        6.55       0.48        0.58        1.39    –      4                                             Pit 17. Gleyic permafrost-affected gray-humus soil (on marine sediments), Reductaqui",text,springer:10.1134_S1064229321020150,10.1134/S1064229321020150,,,springer,0
site:springer:10.1134_S1064229321030054:text:raw:ru_abbr:dms:0,RU,"Reported study point 45.766667, 38.816667",,45.766666666666666,38.81666666666667,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"ODS optimal climate condition, later adds lichen and moss                                      This study was conducted at the Kiamaky Wildlife that appear during successional stage [17, 18]. The                                     Refuge (45°46′ N, 38°49′ E, 1137 m a.s.l), located in presences of BSCs change many features on soil sur-                                     Jolfa county, East Azerbaijan province, NW Iran face, which in turn influence the ecosystem function                                    (Fig. 1). The area is around 89950 ha and has been and process [20].",text,springer:10.1134_S1064229321030054,10.1134/S1064229321030054,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:0,RU,"Reported study point 51.539444, 36.065556",,51.53944444444444,36.065555555555555,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"                           372                        EFFECT OF WIND ON SOIL-ATMOSPHERE GAS EXCHANGE                                            373  A preliminary estimate [7] demonstrates that the vol-       80 years (51°32′22″ N, 36°3′56″ E); a meadow steppe ume velocity of air flux in soils amounts to 10–5 m/s       aged over 80 years (51°32′24″ N, 36°5′15″ E); a fallow even at an extremely small pressure gradient of 1 Pa/m,     of two–four years (51°32′19″ N; 36°5′14″ Е); a perma- air viscosit",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:1,RU,"Reported study point 51.540000, 36.087500",,51.54,36.087500000000006,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"                       373  A preliminary estimate [7] demonstrates that the vol-       80 years (51°32′22″ N, 36°3′56″ E); a meadow steppe ume velocity of air flux in soils amounts to 10–5 m/s       aged over 80 years (51°32′24″ N, 36°5′15″ E); a fallow even at an extremely small pressure gradient of 1 Pa/m,     of two–four years (51°32′19″ N; 36°5′14″ Е); a perma- air viscosity of 1.8 × 10–5 Pa s, and minimum soil air      nently used unfertilized plot with annually changing permeability of 10–10",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:2,RU,"Reported study point 51.538611, 36.086944",,51.53861111111111,36.08694444444445,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"′19″ N; 36°5′14″ Е); a perma- air viscosity of 1.8 × 10–5 Pa s, and minimum soil air      nently used unfertilized plot with annually changing permeability of 10–10 m2, which is well comparable to       vegetable crops (51°32′19″ N, 36°5′13″ E); and three the intensity of diffusion. A significant role of the       cropland sites with rotation of grain crops and regularly mechanism underlying the wind-driven forced con-            applied mineral fertilizers (51°32′21″ N, 36°5′6″ E; vection or artif",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:3,RU,"Reported study point 51.539167, 36.085000",,51.53916666666667,36.085,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"); and three the intensity of diffusion. A significant role of the       cropland sites with rotation of grain crops and regularly mechanism underlying the wind-driven forced con-            applied mineral fertilizers (51°32′21″ N, 36°5′6″ E; vection or artificial soil aeration in soil–atmosphere      51°32′2″ N, 36°3′51″ E; and 51°32′30″ N, 36°5′12″ E). gas exchange has been experimentally confirmed by               The soils of unforested sites are typical cherno- several studies [15, 16, 22] u",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:4,RU,"Reported study point 51.533889, 36.064167",,51.53388888888889,36.064166666666665,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"tes with rotation of grain crops and regularly mechanism underlying the wind-driven forced con-            applied mineral fertilizers (51°32′21″ N, 36°5′6″ E; vection or artificial soil aeration in soil–atmosphere      51°32′2″ N, 36°3′51″ E; and 51°32′30″ N, 36°5′12″ E). gas exchange has been experimentally confirmed by               The soils of unforested sites are typical cherno- several studies [15, 16, 22] utilizing high-precision       zems, Haplic Chernozems (Loamic, Pachic), and the equi",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:5,RU,"Reported study point 51.541667, 36.086667",,51.541666666666664,36.086666666666666,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"rops and regularly mechanism underlying the wind-driven forced con-            applied mineral fertilizers (51°32′21″ N, 36°5′6″ E; vection or artificial soil aeration in soil–atmosphere      51°32′2″ N, 36°3′51″ E; and 51°32′30″ N, 36°5′12″ E). gas exchange has been experimentally confirmed by               The soils of unforested sites are typical cherno- several studies [15, 16, 22] utilizing high-precision       zems, Haplic Chernozems (Loamic, Pachic), and the equipment, able to determine the ",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321030133:text:raw:dms:l:6,RU,"Reported study point 51.560000, 36.121667",,51.559999999999995,36.12166666666667,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"aking into account all repetitions. Overall, eight    spruce stand on Stagnic Albic Rustic Podzol (Arenic, sites were examined: an oak stand aged over 150 years       Raptic) [4]. The dataset used for the analysis com- (51°33′36″ N, 36°7′18″ E); an ash stand aged over           prised all available 0.5-h estimates of night net CO2     EURASIAN SOIL SCIENCE        Vol. 54   No. 3   2021 374                                           SMAGIN, KARELIN  fluxes and horizontal wind velocity records over t",text,springer:10.1134_S1064229321030133,10.1134/S1064229321030133,,,springer,0
site:springer:10.1134_S1064229321040037:text:raw:dms:l:0,RU,"Reported study point 56.133778, 37.801889",,56.13377777777778,37.80188888888889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"bic Retisol (Aric, and the 3D threshold is calculated for the entire vol-               Loamic, Cutanic, Ochric)); El’digino village, Mos- ume [34]. In the case of manual thresholding, the                    cow oblast (56°08′01.6″ N, 37°48′06.8″ E; Smolensk– threshold is selected for the entire stack of images                 Moscow Upland); a 10-year-old fallow with a distinct according to visual coincidence of the phase boundary                arable horizon and part of the natural profile in below i",text,springer:10.1134_S1064229321040037,10.1134/S1064229321040037,,,springer,0
site:springer:10.1134_S1064229321040037:text:raw:dms:l:1,RU,"Reported study point 56.532583, 67.532056",,56.532583333333335,67.53205555555556,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"m (Hyperhumic, Loamic));                    Chernozem) [38] from an urban forest stand with Novoderevenskaya village, Tyumen oblast, Western                 undisturbed internal structure. Gorbov et al. [9, 10] Siberia (56°31′57.3″ N, 67°31′55.4″ E) with an undis-            reported a similar examination of urban soils with CT turbed structure; scanned in a Siemens Somatom Per-              imaging. Micromonolith is usually sampled from one spective CT scanner at a resolution of 240 μm; hori-          ",text,springer:10.1134_S1064229321040037,10.1134/S1064229321040037,,,springer,0
site:springer:10.1134_S1064229321050070:text:raw:degree_decimal_minutes:2,RU,"Reported soil-study context 68.500000, 88.250000",,68.5,88.25,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited soil_context_without_sampling_action. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229321050070:text:raw:degree_decimal_minutes:2"", ""audit_category"": ""soil_context_without_sampling_action"", ""source_context"": ""the Central Laboratory of Kras- ria. Granuzems were described in the forest-tundra         noyarsk Geology Company (petrographic analysis of (Norilsk intermontane basin, valleys of the Tukalanda,     soil-forming rocks in thin sections; mineralogical Akkit, and Khantaika rivers; 68°30' N, 88°15' E) and       composition of sand (1.0–0.25 mm) with separation northern taiga (valley of the lower course of the          into light and heavy fractions, by the immersion Nizhnyaya Tunguska River; 66°20' N, 89°00' E).             method; and mineralogical analysis of sand, silt, and     This territory is characterized by the cold humid      clay fractions (1.0–0.05, 0.01–0.001, ""}",text,springer:10.1134_S1064229321050070,10.1134/S1064229321050070,,,springer,100
site:springer:10.1134_S1064229321050148:text:raw:dms:l:0,RU,"Reported study point 63.124250, 139.094444",,63.12425,139.09444444444446,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"the communities of base saturation is relatively high in the upper horizons    alpine shrubs. and decreases to moderate values in the lower part of the profile (Table 3).                                          Pit 8n (63°07′27.3″ N, 139°05′40.0″ E; 1486 m a.s.l.)                                                             was dug under the Pinus pumila community with the     Soils of the mountainous taiga zone. On the lower       moss–lichen ground cover (Fig. 2). The height of the part of the slope of",text,springer:10.1134_S1064229321050148,10.1134/S1064229321050148,,,springer,0
site:springer:10.1134_S1064229321050148:text:raw:dms:l:1,RU,"Reported study point 63.125444, 139.097333",,63.12544444444445,139.09733333333335,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"                                              dark gray color of the mineral horizons are related to the     Soils of the mountainous tundra zone. Pit 7n           character of vegetation: the products of decomposition (63°07′31.6″ N, 139°05′50.4″ E; 1542 m a.s.l.) was         of lichens are darker in color in comparison with the described on a gentle (3°–5°) slope of northeastern        products of decomposition of mosses. The soil reaction aspect of Mount Domokhotova, within the moun-              was ",text,springer:10.1134_S1064229321050148,10.1134/S1064229321050148,,,springer,0
site:springer:10.1134_S1064229321060132:text:raw:dms:l:0,RU,"Reported study point 56.033611, 37.167778",,56.03361111111111,37.16777777777777,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"35], and humus content and                                                                and Experimental Soil Ecology Center). Soil S1 of the composition of humus [20].                                     first field (56°02′01 N, 37°10′04 E) was attributed to     Carbon-containing products, such as humic-based            well-cultivated (highly fertile) soils with a low acidity fertilizers of various origins [14, 16, 22, 27, 28, 37] and    (pHKCl 6.39 ± 0.05) and a high organic carbon content pr",text,springer:10.1134_S1064229321060132,10.1134/S1064229321060132,,,springer,0
site:springer:10.1134_S1064229321060132:text:raw:dms:l:1,RU,"Reported study point 56.028056, 37.184444",,56.028055555555554,37.18444444444444,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"c carbon content products of pyrolysis of wood and other organic                (Corg = 3.86%). Poorly cultivated (low-fertile) soil S2 wastes—(biochar) [14, 18, 19, 28]—are widely used to           of the second field (56°01′41 N, 37°11′04 E) had mitigate the toxic effect of different types of pollutants     pHKCl 5.84 ± 0.05 and Corg = 1.30%. Soil samples were on soil.                                                       taken on test plots (40 m2) of each field from the upper                  ",text,springer:10.1134_S1064229321060132,10.1134/S1064229321060132,,,springer,0
site:springer:10.1134_S1064229321070036:text:raw:dms:l:0,RU,"Reported study point 54.240194, 89.599833",,54.24019444444445,89.59983333333332,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"nd the     The studied transect was established along the river     minimum volumetric water content was determined in bed at a distance of 25–35 m from the natural levee          peat substrate at points L-9 and L-10. (54°14′24.70″ N, 89°35′59.40″ E–54°14′30.60″ N,                  Multivariate statistical analysis. Great variations in 89°36′03.10″ E) and included five test plots spaced          the physicochemical parameters and carbon content                                                             ",text,springer:10.1134_S1064229321070036,10.1134/S1064229321070036,,,springer,0
site:springer:10.1134_S1064229321070036:text:raw:variant:reversed_dms:0,RU,"Reported study point 54.241833, 89.599833",,54.24183333333333,89.59983333333332,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"7, and the     The studied transect was established along the river     minimum volumetric water content was determined in bed at a distance of 25–35 m from the natural levee          peat substrate at points L-9 and L-10. (54°14′24.70″ N, 89°35′59.40″ E–54°14′30.60″ N,                  Multivariate statistical analysis. Great variations in 89°36′03.10″ E) and included five test plots spaced          the physicochemical parameters and carbon content                                                               EURASIAN SOIL SCIENCE          Vol. 54   No. 7    2021                 F",text,springer:10.1134_S1064229321070036,10.1134/S1064229321070036,,,springer,0
site:springer:10.1134_S1064229321070073:text:raw:variant:leading_dms:0,RU,"Reported study point 55.114167, 38.308889",,55.11416666666667,38.30888888888889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ity. The   hydromorphism in the profile of deeply gleyed agrogray biogenicity characterizes the biological origin of sub-      soil (P–EL–BEL–ВT1–ВT2–ВT3–ВCg'–Cg'') on stances, which are formed in the course of growth,           microhigh (N 55°06′51″, E 38°18′32″) manifest them- death, and decomposition of living organisms in the          selves in the form of few Mn–Fe concretions in clearly past or now; these substances have properties, which         expressed BEL horizon, glassy powdering all over the cannot be formed by purely abiotic processes [29]. The       soil profile",text,springer:10.1134_S1064229321070073,10.1134/S1064229321070073,,,springer,0
site:springer:10.1134_S1064229321070103:text:raw:ru_abbr:dms:0,RU,"Reported study point 65.333333, 72.916667",,65.33333333333333,72.91666666666667,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"y area and soils. The study area in the north of   and typical peat cryozem (TO—T1—T2—CR) was Western Siberia (Nadym region, Tyumen oblast,              chosen as the cold site. A degrading site of the palsa Yamalo-Nenets autonomous okrug, 65°20′ N, 72°55′ E)        peatland with suppressed cloudberry–ledum–sphag- is found at the boundary between the northern taiga        num–lichen vegetation cover and degrading oligotro- and forest-tundra in the marginal part of the third        phic peat permafrost-affected soil (TOmd—T1md— lacustrine–alluvial plain of the Nadym River,",text,springer:10.1134_S1064229321070103,10.1134/S1064229321070103,,,springer,0
site:springer:10.1134_S1064229321080044:crop:10.1134_S1064229321080044_p003_t01_part01:ocr_markdown:raw:ocr_coord:decimal:0,RU,"Reported study point 51.538976, 36.087134",,51.538976,36.087134,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ble><tr><td rowspan=""2"">Soil pit no.</td><td rowspan=""2"">Coordinates WGS 84</td><td rowspan=""2"">Land use</td><td colspan=""2"">Soil name</td></tr><tr><td>Classification... [16]</td><td>WRB [38]</td></tr><tr><td>K1</td><td>51.538976 N, 36.087134 E</td><td>Plowland</td><td>Migration–mycelial agrochernozem</td><td>Haplic Chernozem (Loamic, Aric, Pachic)</td></tr><tr><td>K2</td><td>51.538674 N, 36.087620 E</td><td>10-year-old fallow</td><td>Migration–mycelial postagrogenic agrochernozem</td><td>Haplic Che",ocr_markdown,springer:10.1134_S1064229321080044,10.1134/S1064229321080044,,,springer,3
site:springer:10.1134_S1064229321080044:crop:10.1134_S1064229321080044_p003_t01_part01:ocr_markdown:raw:ocr_coord:decimal:2,RU,"Reported field object 51.539315, 36.087079",,51.539315,36.087079,,reported,"Explicit author-reported ocr_decimal_cardinal coordinate; country validated; audited verified_taxonomy_profile_table_object. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229321080044:crop:10.1134_S1064229321080044_p003_t01_part01:ocr_markdown:raw:ocr_coord:decimal:2"", ""audit_category"": ""verified_taxonomy_profile_table_object"", ""source_context"": "" Pachic)</td></tr><tr><td>K2</td><td>51.538674 N, 36.087620 E</td><td>10-year-old fallow</td><td>Migration–mycelial postagrogenic agrochernozem</td><td>Haplic Chernozem (Loamic, Aric, Pachic)</td></tr><tr><td>K3</td><td>51.539315 N, 36.087079 E</td><td>25-year-old fallow</td><td>Migration–mycelial postagrogenic agrochernozem</td><td>Haplic Chernozem (Loamic, Pachic)</td></tr><tr><td>K4</td><td>51.544787 N, 36.117036 E</td><td>50-year-old fallow</td><td>Migration–mycelial postagrogenic agrochernozem<""}",ocr_markdown,springer:10.1134_S1064229321080044,10.1134/S1064229321080044,,,springer,0
site:springer:10.1134_S1064229321080147:text:raw:dms:l:0,RU,"Reported field object 69.423833, 161.782667",,69.42383333333333,161.78266666666667,,reported,"Explicit author-reported explicit_coordinate coordinate; country validated; audited direct_source_table_sampling_point. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229321080147:text:raw:dms:l:0"", ""audit_category"": ""direct_source_table_sampling_point"", ""source_context"": ""dge–dwarf shrub       Nizhnekolymsk district,                                     association                          Republic of Sakha (Yakutia)                                                                          69°25′25.8″ N, 161°46′57.6″ E Reductaquic Turbic Cryosol (Loamic) Tundra, dwarf shrub–moss and tus-    The same area;                                     socky cotton grass associations      69°22′01.7″ N, 161°48′58.3″ E Spodic Turbic Cryosol (Arenic)      Tundra, dwarf shrub–lichen assoc""}",text,springer:10.1134_S1064229321080147,10.1134/S1064229321080147,,,springer,0
site:springer:10.1134_S1064229321080147:text:raw:dms:l:1,RU,"Reported field object 69.367139, 161.816194",,69.36713888888889,161.81619444444445,,reported,"Explicit author-reported explicit_coordinate coordinate; country validated; audited direct_source_table_sampling_point. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229321080147:text:raw:dms:l:1"", ""audit_category"": ""direct_source_table_sampling_point"", ""source_context"": ""                             69°25′25.8″ N, 161°46′57.6″ E Reductaquic Turbic Cryosol (Loamic) Tundra, dwarf shrub–moss and tus-    The same area;                                     socky cotton grass associations      69°22′01.7″ N, 161°48′58.3″ E Spodic Turbic Cryosol (Arenic)      Tundra, dwarf shrub–lichen associa- The same area;                                     tion                                 68°49′55.8″ N, 161°01′30″ E Histic Cryosol (Glacic)             Northern taiga, larch woodland     ""}",text,springer:10.1134_S1064229321080147,10.1134/S1064229321080147,,,springer,0
site:springer:10.1134_S1064229321080147:text:raw:dms:l:10,RU,"Reported field object 50.505778, 42.578778",,50.50577777777778,42.57877777777778,,reported,"Explicit author-reported explicit_coordinate coordinate; country validated; audited direct_source_table_sampling_point. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229321080147:text:raw:dms:l:10"", ""audit_category"": ""direct_source_table_sampling_point"", ""source_context"": ""sedge steppe             Veselyi, Novoanninsk district, (Hypereutric)                                                            Volgograd oblast,                                                                          50°30′20.8″ N, 42°34′43.6″ E Haplic Kastanozem (Siltic)          Feather grass–fescue steppe          Kachalino, Volgograd oblast,                                                                          49°06′12.9″ N, 44°03′05.8″ E Haplic Calcisol (Loamic)            Ephemeral–wormwood ""}",text,springer:10.1134_S1064229321080147,10.1134/S1064229321080147,,,springer,0
